Total Enterprise Value_to_Market Capitalization,Total Enterprise Value_to_Total Revenue,Total Enterprise Value_to_Gross Profit,Total Enterprise Value_to_EBITDA,Total Enterprise Value_to_Net Income,Total Enterprise Value_to_Total Debt,Market Capitalization_to_Total Revenue,Market Capitalization_to_Gross Profit,Market Capitalization_to_EBITDA,Market Capitalization_to_Net Income,Market Capitalization_to_Total Debt,Total Revenue_to_Gross Profit,Total Revenue_to_EBITDA,Total Revenue_to_Net Income,Total Revenue_to_Total Debt,Gross Profit_to_EBITDA,Gross Profit_to_Net Income,Gross Profit_to_Total Debt,EBITDA_to_Net Income,EBITDA_to_Total Debt,Net Income_to_Total Debt
-3.1556420233463034,-0.10384122919334186,-0.15566218809980806,0.15964566929133858,0.16059405940594057,-0.6931623931623931,0.03290653008962868,0.049328214971209206,-0.05059055118110236,-0.05089108910891089,0.21965811965811965,1.4990403071017273,-1.5374015748031495,-1.5465346534653464,6.6752136752136755,-1.0255905511811025,-1.0316831683168317,4.452991452991453,1.005940594059406,-4.3418803418803416,-4.316239316239317
2.5247524752475248,0.3285024154589372,1.2289156626506026,-0.10680628272251308,-0.100990099009901,0.26153846153846155,0.13011272141706925,0.48674698795180726,-0.04230366492146597,-0.04,0.1035897435897436,3.740963855421687,-0.325130890052356,-0.3074257425742574,0.7961538461538462,-0.0869109947643979,-0.08217821782178218,0.2128205128205128,0.9455445544554456,-2.448717948717949,-2.58974358974359
450.5882352941177,3.022491121925556,4.877945234557418,11.647237709072478,-3.592870544090056,0.9758790555461185,0.006707878469025385,0.010825727021863721,0.025848960973137353,-0.00797373358348968,0.0021657890266689314,1.6138824028868604,3.8535225544855547,-1.1887116948092558,0.322872430779684,2.3877344145970603,-0.7365540963101939,0.20005945303210462,-0.30847404627892433,0.08378630881603533,-0.271615423815186
693.9655172413793,0.7474466109563603,6.360045146726863,30.133689839572195,-15.480769230769232,0.9216552175335296,0.0010770659238625814,0.009164785553047405,0.04342245989304813,-0.02230769230769231,0.0013280994438992478,8.509029345372461,40.31550802139037,-20.711538461538463,1.233071638861629,4.737967914438503,-2.434065934065934,0.14491331370624796,-0.5137362637362637,0.030585541380438338,-0.0595354923127249
58.489208633093526,0.7908560311284046,3.044943820224719,-1.1323119777158774,-0.7862669245647969,0.6297443841982959,0.013521400778210116,0.052059925093632956,-0.01935933147632312,-0.013442940038684717,0.010766847405112316,3.850187265917603,-1.4317548746518105,-0.9941972920696324,0.796281951975213,-0.37186629526462395,-0.25822050290135395,0.20681642137877615,0.6943907156673114,-0.5561580170410535,-0.8009295120061968
7260.0,0.2688888888888889,2.8695652173913047,-1.757869249394673,-1.3544776119402984,0.6849056603773584,3.7037037037037037e-05,0.0003952569169960475,-0.00024213075060532688,-0.00018656716417910448,9.433962264150944e-05,10.671936758893281,-6.5375302663438255,-5.037313432835821,2.547169811320755,-0.612590799031477,-0.4720149253731343,0.23867924528301887,0.7705223880597014,-0.389622641509434,-0.5056603773584906
1860.1880877742947,1.9098809140650146,10.596428571428572,-20.047297297297295,-2.2902354303357773,0.9277673545966229,0.0010267138719021564,0.005696428571428572,-0.010777027027027026,-0.0012311848707062909,0.0004987492182614133,5.548214285714286,-10.496621621621621,-1.1991509069857196,0.4857723577235772,-1.8918918918918919,-0.2161327672713238,0.08755472170106317,0.11424160555769973,-0.046278924327704814,-0.40509693558474047
20.281930547380814,0.6447321645742512,2.8363651329327517,-4.713953488372093,-0.9848805304675888,1.0311200215446303,0.031788500757760026,0.13984690097950447,-0.23242134062927497,-0.04855950611638276,0.05083934288877585,4.399292122808461,-7.311491108071135,-1.527580884874814,1.5992997995152458,-1.6619699042407663,-0.3472333371441637,0.36353571321703226,0.20892877558019893,-0.21873784374158411,-1.046949340195697
-80.34188034188034,-2.0704845814977975,-46.30541871921182,0.14618973561430795,0.34057971014492755,-54.65116279069768,0.02577092511013216,0.5763546798029556,-0.0018195956454121309,-0.004239130434782609,0.680232558139535,22.36453201970443,-0.07060653188180405,-0.1644927536231884,26.395348837209305,-0.0031570762052877143,-0.007355072463768116,1.180232558139535,2.329710144927536,-373.8372093023256,-160.46511627906978
-19.80769230769231,-1.6220472440944884,-3.886792452830189,0.17897480451781062,0.2728476821192053,-0.5478723404255319,0.08188976377952757,0.19622641509433963,-0.00903562119895743,-0.013774834437086093,0.027659574468085105,2.3962264150943398,-0.1103388357949609,-0.16821192052980133,0.3377659574468085,-0.046046915725456126,-0.07019867549668873,0.14095744680851063,1.524503311258278,-3.061170212765957,-2.007978723404255
1.2802547770700639,0.6072507552870091,-0.3821292775665399,-0.09872298624754422,-0.10512552301255232,0.3615107913669065,0.47432024169184284,-0.2984790874524715,-0.07711198428290766,-0.08211297071129707,0.2823741007194244,-0.629277566539924,-0.162573673870334,-0.1731171548117155,0.5953237410071942,0.2583497053045187,0.27510460251046026,-0.9460431654676259,1.0648535564853556,-3.661870503597122,-3.438848920863309
3360.0,0.5694915254237288,4.40174672489083,-1.176196032672112,-0.7561890472618154,0.7368421052631579,0.0001694915254237288,0.0013100436681222707,-0.0003500583430571762,-0.00022505626406601648,0.00021929824561403506,7.729257641921398,-2.0653442240373394,-1.3278319579894973,1.293859649122807,-0.2672112018669778,-0.17179294823705923,0.16739766081871343,0.6429107276819205,-0.6264619883040935,-0.9744152046783626
